Id,Label,Category,#photos,#videos,#replies,#retweets,#likes
18660,kremlinrussia_e,Other,0,0,0,0,0
18661,kremlinrussia,Other,0,0,0,0,0
18662,tuzlaaa,Other,0,0,0,0,0
18663,cavdar_ender,Other,0,0,0,0,0
18664,erdoganarikann,Other,0,0,0,0,0
18665,ustuntarik,Other,0,0,0,0,0
18666,cocoyavuz,Other,0,0,0,0,0
18667,redfoxbet,Other,0,0,0,0,0
18668,kaburgaciyasar1,Other,0,0,0,0,0
18669,draliseker,Person,0,0,0,0,0
18670,uveratuna,Other,0,0,0,0,0
18671,fevkaldendinle,Other,0,0,0,0,0
18672,hayatgzldrr,Other,0,0,0,0,0
18673,yasincatall,Other,0,0,0,0,0
18674,yazparov,Other,0,0,0,0,0
18675,ilkerkarli,Other,0,0,0,0,0
18676,okuyankemal,Other,0,0,0,0,0
18677,mbeybiroglu,Other,0,0,0,0,0
18678,kastamonubelbsk,Other,0,0,0,0,0
18679,doguscanaygun,Person,0,0,0,0,0
18680,gergerliogluof,Other,0,0,0,0,0
18681,ctekurumsal,Other,0,0,0,0,0
18682,mikailarslan40,Other,0,0,0,0,0
18683,emrebkr22,Person,0,0,0,0,0
18684,karabey38,Other,0,0,0,0,0
18685,bahar_fuat,Other,0,0,0,0,0
18686,rasimari50,Other,0,0,0,0,0
18687,zinet_zk,Other,0,0,0,0,0
18688,trenkatliami,Other,0,0,0,0,0
18689,yakup1219,Other,0,0,0,0,0
18690,cemil_yaman,Other,0,0,0,0,0
18691,metinkiratli01,Other,0,0,0,0,0
18692,hmervetatar,Person,0,0,0,0,0
18693,dbakirvaliligi,Govermental,0,0,0,0,0
18694,aslanmyy,Other,0,0,0,0,0
18695,kadriergenc,Other,0,0,0,0,0
18696,arivaspalacios,Other,0,0,0,0,0
18697,universiteusak,Institutional,0,0,0,0,0
18698,kaan990,Person,0,0,0,0,0
18699,kaan_calik10,Person,0,0,0,0,0
18700,1903tinershowww,Other,0,0,0,0,0
18701,kartalicenervo,Person,0,0,0,0,0
18702,eceyolac,Person,0,0,0,0,0
18703,ala67930790,Other,0,0,0,0,0
18704,mcetinkapakli,Other,0,0,0,0,0
18705,hasanduzgun1,Other,0,0,0,0,0
18706,berivan_aslan_,Other,0,0,0,0,0
18707,ms01234567890,Other,0,0,0,0,0
18708,f_arcan_,Person,0,0,0,0,0
18709,hulyakeskinq,Other,0,0,0,0,0
18710,kevinlove,Other,0,0,0,0,0
18711,adonisbichmen2,Other,0,0,0,0,0
18712,mehmetcakin,Person,0,0,0,0,0
18713,erkanoner1,Other,0,0,0,0,0
18714,teknikyolcusu,Other,0,0,0,0,0
18715,ulviyonter,Other,0,0,0,0,0
18716,fatihsayar04,Person,0,0,0,0,0
18717,nevzatvan,Media,0,0,0,0,0
18718,memetaslanosb,Other,0,0,0,0,0
18719,gerilim___,Other,0,0,0,0,0
18720,ramazansaygili1,Other,0,0,0,0,0
18721,avchalilavci,Person,0,0,0,0,0
18722,onediocom,Other,0,0,0,0,0
18723,okansarli27,Other,0,0,0,0,0
18724,avesranur,Person,0,0,0,0,0
18725,berlincan6,Person,0,0,0,0,0
18726,mdurmusoglu,Other,0,0,0,0,0
18727,islam29,Other,0,0,0,0,0
18728,d_ali_yildiz,Person,0,0,0,0,0
18729,goygoyhukuk,Other,0,0,0,0,0
18730,bekirdeveli,Other,0,0,0,0,0
18731,yenialisan,Person,0,0,0,0,0
18732,ahmetkayachp,Person,0,0,0,0,0
18733,sadirdurmaz,Other,0,0,0,0,0
18734,ozgurkarabatchp,Other,0,0,0,0,0
18735,nurhayataltaca,Other,0,0,0,0,0
18736,asysokakorg,Other,0,0,0,0,0
18737,yahyarzacan1,Person,0,0,0,0,0
18738,nurpenceresi,Other,0,0,0,0,0
18739,zumruduankafox,Other,0,0,0,0,0
18740,meftundalli,Other,0,0,0,0,0
18741,medyanin50tonu,Media,0,0,0,0,0
18742,ist_arge,Other,0,0,0,0,0
18743,rihanna,Other,0,0,0,0,0
18744,mehmetkesimoglu,Person,0,0,0,0,0
18745,kendinemuzisyen,Other,0,0,0,0,0
18746,feritkw,Other,0,0,0,0,0
18747,jahreindota,Other,0,0,0,0,0
18748,pintipanda,Other,0,0,0,0,0
18749,politika_dis,Other,0,0,0,0,0
18750,m_ugurelli,Other,0,0,0,0,0
18751,eyupakdemir3,Other,0,0,0,0,0
18752,pendik_belediye,Govermental,0,0,0,0,0
18753,okcularvakfi,Other,0,0,0,0,0
18754,okcularvakfigk,Other,0,0,0,0,0
18755,ensarvakfi,Other,0,0,0,0,0
18756,ensarankara,Other,0,0,0,0,0
18757,ensarvakfiyurt,Other,0,0,0,0,0
18758,elazigdkmp,Other,0,0,0,0,0
18759,welataky,Other,0,0,0,0,0
18760,fatiharslan3030,Person,0,0,0,0,0
18761,rossechase,Other,0,0,0,0,0
18762,livejasmin,Other,0,0,0,0,0
18763,siemensturkiye,Other,0,0,0,0,0
18764,turob,Other,0,0,0,0,0
18765,dalierzincanli,Person,0,0,0,0,0
18766,tremreercis,Person,0,0,0,0,0
18767,tcadalet,Other,0,0,0,0,0
18768,okan0218,Other,0,0,0,0,0
18769,zekeriya_say,Other,0,0,0,0,0
18770,emmi1923,Other,0,0,0,0,0
18771,vefaduragi,Other,0,0,0,0,0
18772,nicolasmaduro,Other,0,0,0,0,0
18773,jehysonguzman,Media,0,0,0,0,0
18774,ramonguevaramrd,Other,0,0,0,0,0
18775,alcidesmonsalve,Other,0,0,0,0,0
18776,cagatayulusoyy,Other,0,0,0,0,0
18777,kalkgidelimtv,Media,0,0,0,0,0
18778,istanbulilmem,Other,0,0,0,0,0
18779,sertvurgular,Media,0,0,0,0,0
18780,tahirsakli,Other,0,0,0,0,0
18781,fikrialgul,Other,0,0,0,0,0
18782,serhatnasiroglu,Other,0,0,0,0,0
18783,erdil,Other,0,0,0,0,0
18784,birdahaizledim,Other,0,0,0,0,0
18785,seliimyildiiz,Other,0,0,0,0,0
18786,farukyl28667443,Other,0,0,0,0,0
18787,terzihuseyin34,Other,0,0,0,0,0
18788,cevdetcepil,Other,0,0,0,0,0
18789,dilovasi_yrp,Other,0,0,0,0,0
18790,izmitrefah,Other,0,0,0,0,0
18791,melikedemirakt1,Other,0,0,0,0,0
18792,hayalim_davam,Person,0,0,0,0,0
18793,gomapdakingtan,Other,0,0,0,0,0
18794,dakesar,Other,0,0,0,0,0
18795,tc_serdarr,Other,0,0,0,0,0
18796,sirensonay,Media,0,0,0,0,0
18797,tc_seri,Other,0,0,0,0,0
18798,dilek_1923,Other,0,0,0,0,0
18799,hulyaozel430,Other,0,0,0,0,0
18800,vdemirbey,Other,0,0,0,0,0
18801,vedatuur13,Other,0,0,0,0,0
18802,enes_bvb,Person,0,0,0,0,0
18803,ayvazgulum,Other,0,0,0,0,0
18804,ozzgeozder,Other,0,0,0,0,0
18805,akpartiistanbul,Govermental,0,0,0,0,0
18806,sufisozluk,Other,0,0,0,0,0
18807,akpturkiyesi,Other,0,0,0,0,0
18808,archillect,Other,0,0,0,0,0
18809,odunpazari,Other,0,0,0,0,0
18810,tepebasibeltr,Govermental,0,0,0,0,0
18811,kaanbey2002,Person,0,0,0,0,0
18812,dsi_gn_md,Other,0,0,0,0,0
18813,ceyhunyilmaz,Other,0,0,0,0,0
18814,efeogluabdullah,Person,0,0,0,0,0
18815,rtuk4441178,Other,0,0,0,0,0
18816,meltemmbasoglu,Other,0,0,0,0,0
18817,moralradyo,Other,0,0,0,0,0
18818,trpresidency,Other,0,0,0,0,0
18819,goturkey,Other,0,0,0,0,0
18820,defacto,Other,0,0,0,0,0
18821,ihsanates_,Person,0,0,0,0,0
18822,dgkn,Other,0,0,0,0,0
18823,dozzibirkan,Other,0,0,0,0,0
18824,eken2525,Other,0,0,0,0,0
18825,irem_bayram,Person,0,0,0,0,0
18826,tckievbe,Other,0,0,0,0,0
18827,5kapseli3,Other,0,0,0,0,0
18828,firatpurtas,Other,0,0,0,0,0
18829,myilmaz_67,Other,0,0,0,0,0
18830,ssyancar,Other,0,0,0,0,0
18831,foxtv,Media,0,0,0,0,0
18832,ak_parti_gop,Govermental,0,0,0,0,0
18833,vestel,Other,0,0,0,0,0
18834,beko,Other,0,0,0,0,0
18835,altus,Other,0,0,0,0,0
18836,unisam1965,Institutional,0,0,0,0,0
18837,cengiztaskiran2,Other,0,0,0,0,0
18838,halukozener,Other,0,0,0,0,0
18839,ibrahimkaragul,Other,0,0,0,0,0
18840,dogu_perincek,Other,0,0,0,0,0
18841,ahmetcinpendik,Person,0,0,0,0,0
18842,cemdmrci,Other,0,0,0,0,0
18843,lami_atesoglu,Other,0,0,0,0,0
18844,yunusemre0zturk,Person,0,0,0,0,0
18845,lakersnation,Other,0,0,0,0,0
18846,osmangudu,Other,0,0,0,0,0
18847,baskanmemduhbyk,Other,0,0,0,0,0
18848,ozgurali1933,Person,0,0,0,0,0
18849,gnkn33,Other,0,0,0,0,0
18850,gulnurozkan2,Other,0,0,0,0,0
18851,divanev,Other,0,0,0,0,0
18852,aselimkoroglu,Other,0,0,0,0,0
18853,aranchaglezlaya,Other,0,0,0,0,0
18854,maecgob,Other,0,0,0,0,0
18855,daimaatamiz,Other,0,0,0,0,0
18856,keelebeketkisi,Other,0,0,0,0,0
18857,salihipin,Person,0,0,0,0,0
18858,fatmaar04152699,Other,0,0,0,0,0
18859,selimkotil34,Other,0,0,0,0,0
18860,kiziroglu13,Other,0,0,0,0,0
18861,vahit_kiler,Other,0,0,0,0,0
18862,adnansuphanoglu,Other,0,0,0,0,0
18863,cencemfandom,Other,0,0,0,0,0
18864,ecapa_aklinizi,Other,0,0,0,0,0
18865,dr_korsan,Other,0,0,0,0,0
18866,cakmak_bulent_,Other,0,0,0,0,0
18867,azmiekinci34,Other,0,0,0,0,0
18868,subasiihazal,Other,0,0,0,0,0
18869,freudianflipper,Other,0,0,0,0,0
18870,osmanbalaban,Other,0,0,0,0,0
18871,enkazbiraley,Other,0,0,0,0,0
18872,tbgonulelleri,Other,0,0,0,0,0
18873,mehmetalkantc,Person,0,0,0,0,0
18874,anguellanguella,Other,0,0,0,0,0
18875,ercanbircan23,Person,0,0,0,0,0
18876,ural_rifat,Other,0,0,0,0,0
18877,ibrahim_210621,Other,0,0,0,0,0
18878,janezlenarcic,Other,0,0,0,0,0
18879,eu_eeas,Other,0,0,0,0,0
18880,eu_near,Other,0,0,0,0,0
18881,eu_echo,Other,0,0,0,0,0
18882,askindincertr,Other,0,0,0,0,0
18883,kazimerdiaktunc,Other,0,0,0,0,0
18884,enginkayacik,Other,0,0,0,0,0
18885,sanli1omer,Person,0,0,0,0,0
18886,ihhacilyardim,Other,0,0,0,0,0
18887,almilakatunnn,Other,0,0,0,0,0
18888,turkembbrussels,Other,0,0,0,0,0
18889,israelinbelgium,Other,0,0,0,0,0
18890,mmustafademirag,Person,0,0,0,0,0
18891,diyene_,Other,0,0,0,0,0
18892,vanliamcan,Person,0,0,0,0,0
18893,nevzatcicek,Other,0,0,0,0,0
18894,yeniufukelz,Other,0,0,0,0,0
18895,rzayakn1,Other,0,0,0,0,0
18896,uzunkokseyfi,Other,0,0,0,0,0
18897,esakik,Other,0,0,0,0,0
18898,ulas1071,Other,0,0,0,0,0
18899,veysiuygun1,Other,0,0,0,0,0
18900,seyfullahyavuzr,Other,0,0,0,0,0
18901,sabritekidi,Other,0,0,0,0,0
18902,ebuali2071,Person,0,0,0,0,0
18903,anadolumilleti,Other,0,0,0,0,0
18904,ticket_bet,Other,0,0,0,0,0
18905,haticeokumu5,Other,0,0,0,0,0
18906,solenkutlay,Other,0,0,0,0,0
18907,444syyh,Other,0,0,0,0,0
18908,balabanmeydan,Other,0,0,0,0,0
18909,faysalsaryldz,Other,0,0,0,0,0
18910,mahiray07349896,Other,0,0,0,0,0
18911,ridvandilmen8,Other,0,0,0,0,0
18912,tungatingizii,Other,0,0,0,0,0
18913,hevallo,Other,0,0,0,0,0
18914,bafrakaymakam,Other,0,0,0,0,0
18915,cevdeterturkmen,Other,0,0,0,0,0
18916,aysenucartasci,Other,0,0,0,0,0
18917,demrebelediye,Govermental,0,0,0,0,0
18918,pavidem,Other,0,0,0,0,0
18919,nyannthierry,Other,0,0,0,0,0
18920,tv3_ghana,Media,0,0,0,0,0
18921,urfabarosu,Other,0,0,0,0,0
18922,havadannsudan,Other,0,0,0,0,0
18923,gbocekoglu,Other,0,0,0,0,0
18924,akkirmanpoyraz,Other,0,0,0,0,0
18925,35seherdogan,Other,0,0,0,0,0
18926,sonercanbaz9,Person,0,0,0,0,0
18927,yaban025,Other,0,0,0,0,0
18928,meteogluoktay,Other,0,0,0,0,0
18929,ertasramazan1,Other,0,0,0,0,0
18930,hseyinmacar6,Other,0,0,0,0,0
18931,mehmetmatyan35,Person,0,0,0,0,0
18932,gizliyorum,Other,0,0,0,0,0
18933,leodevrim,Other,0,0,0,0,0
18934,yettingari_la,Other,0,0,0,0,0
18935,bozok_o,Other,0,0,0,0,0
18936,s_hisar,Other,0,0,0,0,0
18937,hbhilmi,Other,0,0,0,0,0
18938,pinaryah,Other,0,0,0,0,0
18939,hseyina86525030,Other,0,0,0,0,0
18940,gpehlivanlar,Other,0,0,0,0,0
18941,ferihanozenc,Other,0,0,0,0,0
18942,ozknpnr5806,Other,0,0,0,0,0
18943,semsevercan,Person,0,0,0,0,0
18944,mehmetgebenli,Person,0,0,0,0,0
18945,34amerikal,Other,0,0,0,0,0
18946,fbman1907,Other,0,0,0,0,0
18947,baris_2910,Other,0,0,0,0,0
18948,psycho_basgan,Other,0,0,0,0,0
18949,defnesubesi,Other,0,0,0,0,0
18950,mnuribasdinc,Other,0,0,0,0,0
18951,djeykll,Other,0,0,0,0,0
18952,mahmutcelik55,Person,0,0,0,0,0
18953,mollakendi,Other,0,0,0,0,0
18954,kizilayelzkadin,Other,0,0,0,0,0
18955,memsancaktepe,Other,0,0,0,0,0
18956,bahattinbyrktr,Other,0,0,0,0,0
18957,htutuncu,Other,0,0,0,0,0
18958,vanlimohyedin,Other,0,0,0,0,0
18959,masrour_barzani,Other,0,0,0,0,0
18960,1905merinoss,Other,0,0,0,0,0
18961,bahcesehir,Other,0,0,0,0,0
18962,bau_iletisim,Other,0,0,0,0,0
18963,kmasabau,Other,0,0,0,0,0
18964,hakk_muhtar,Other,0,0,0,0,0
18965,haksozhaber,Media,0,0,0,0,0
18966,dapyapi,Other,0,0,0,0,0
18967,aygazas,Other,0,0,0,0,0
18968,milangaz,Other,0,0,0,0,0
18969,enerjitakimi,Other,0,0,0,0,0
18970,twinnz4you,Other,0,0,0,0,0
18971,istanbul,Other,0,0,0,0,0
18972,devrim__deniz35,Person,0,0,0,0,0
18973,e_semihyalcin,Other,0,0,0,0,0
18974,avantmen33,Other,0,0,0,0,0
18975,englishhometr,Other,0,0,0,0,0
18976,drosmanvarol,Other,0,0,0,0,0
18977,mahmut_h_melih,Person,0,0,0,0,0
18978,osak05,Other,0,0,0,0,0
18979,uhud_bagci,Other,0,0,0,0,0
18980,gebespdr,Other,0,0,0,0,0
18981,pdburakahmet,Person,0,0,0,0,0
18982,cukurovapdr,Other,0,0,0,0,0
18983,agaogluceyda,Other,0,0,0,0,0
18984,serdarpdr,Other,0,0,0,0,0
18985,evinhelbest,Other,0,0,0,0,0
18986,cuberubiks,Other,0,0,0,0,0
18987,emralp__,Other,0,0,0,0,0
18988,inonuedutr,Institutional,0,0,0,0,0
18989,karaatay_hasim,Other,0,0,0,0,0
18990,manisavakfi,Other,0,0,0,0,0
18991,ysnoguz_,Other,0,0,0,0,0
18992,idrisakbiyik,Other,0,0,0,0,0
18993,savaskalafat,Other,0,0,0,0,0
18994,hasan_uygun91,Other,0,0,0,0,0
18995,turkmetalsen,Other,0,0,0,0,0
18996,baskanzorluoglu,Other,0,0,0,0,0
18997,trabzonbeltr,Govermental,0,0,0,0,0
18998,nesilyayinlari,Other,0,0,0,0,0
18999,ebubekirsiddiq,Other,0,0,0,0,0
19000,kartalbld,Govermental,0,0,0,0,0
19001,saintrampaljim,Other,0,0,0,0,0
19002,banuel,Other,0,0,0,0,0
19003,cagataysahln,Other,0,0,0,0,0
19004,nazlhilaltrkz,Other,0,0,0,0,0
19005,yusufgney16,Other,0,0,0,0,0
19006,batuhangcr,Other,0,0,0,0,0
19007,bugcagca,Other,0,0,0,0,0
19008,eminekustepe,Other,0,0,0,0,0
19009,kotex,Other,0,0,0,0,0
19010,malatyabeltr44,Govermental,0,0,0,0,0
19011,ihhagri,Other,0,0,0,0,0
19012,fatmacalkaya35,Other,0,0,0,0,0
19013,zhatip,Other,0,0,0,0,0
19014,el_chapo_tr,Other,0,0,0,0,0
19015,ayla66120927,Other,0,0,0,0,0
19016,oguzkahraman50,Other,0,0,0,0,0
19017,pruvamnetaolsun,Other,0,0,0,0,0
19018,acelemvar3,Other,0,0,0,0,0
19019,aksamagelecegim,Person,0,0,0,0,0
19020,nesrinbasmaci,Other,0,0,0,0,0
19021,selamidelibalta,Other,0,0,0,0,0
19022,ademkar91157658,Other,0,0,0,0,0
19023,duchesshidea,Other,0,0,0,0,0
19024,emine_guclu1,Other,0,0,0,0,0
19025,bitlisvaliligi,Govermental,0,0,0,0,0
19026,bitlis_mem,Other,0,0,0,0,0
19027,korkmazemin49,Other,0,0,0,0,0
19028,gozgoztv,Media,0,0,0,0,0
19029,yalidernegi,Person,0,0,0,0,0
19030,_flutist_,Other,0,0,0,0,0
19031,aydacay,Other,0,0,0,0,0
19032,glsmakgn666,Other,0,0,0,0,0
19033,durakseydaa,Other,0,0,0,0,0
19034,becknried,Other,0,0,0,0,0
19035,sacliersin,Other,0,0,0,0,0
19036,tarihciboreas,Other,0,0,0,0,0
19037,muratkurumfan,Person,0,0,0,0,0
19038,imrankhanpti,Other,0,0,0,0,0
19039,burakozcivit,Person,0,0,0,0,0
19040,evcenf,Other,0,0,0,0,0
19041,mcahidturhan,Other,0,0,0,0,0
19042,malatyavaliligi,Govermental,0,0,0,0,0
19043,afetyasasi,Other,0,0,0,0,0
19044,rkykrkmzz,Other,0,0,0,0,0
19045,kskorgtr,Other,0,0,0,0,0
19046,ibbitfaiye,Other,0,0,0,0,0
19047,tucedegilll,Other,0,0,0,0,0
19048,malatya_gm,Other,0,0,0,0,0
19049,suleyman_yldz07,Other,0,0,0,0,0
19050,haticegundes,Other,0,0,0,0,0
19051,samtguns,Other,0,0,0,0,0
19052,1yunus64,Person,0,0,0,0,0
19053,koton,Other,0,0,0,0,0
19054,mavi,Other,0,0,0,0,0
19055,decathlonturkey,Other,0,0,0,0,0
19056,greydertr,Other,0,0,0,0,0
19057,levis,Other,0,0,0,0,0
19058,kanverorg,Other,0,0,0,0,0
19059,aliosmanozdemir,Person,0,0,0,0,0
19060,sakaryabb,Other,0,0,0,0,0
19061,tmazlumoglu,Other,0,0,0,0,0
19062,mhmtyldz24,Other,0,0,0,0,0
19063,edcey12345,Other,0,0,0,0,0
19064,safranbolubld,Govermental,0,0,0,0,0
19065,evrentanrver,Other,0,0,0,0,0
19066,berildeniz77,Person,0,0,0,0,0
19067,333kilikyali,Person,0,0,0,0,0
19068,sarukan13,Other,0,0,0,0,0
19069,omerekici,Person,0,0,0,0,0
19070,sedatyasar02,Other,0,0,0,0,0
19071,ahbap_kayseri,Other,0,0,0,0,0
19072,rodtello,Other,0,0,0,0,0
19073,elazizli2301,Other,0,0,0,0,0
19074,engelsizbestepe,Other,0,0,0,0,0
19075,trbiaplatformu,Other,0,0,0,0,0
19076,orkunercengiz,Other,0,0,0,0,0
19077,zinkozeze,Other,0,0,0,0,0
19078,budilata,Other,0,0,0,0,0
19079,tuketicigundemi,Media,0,0,0,0,0
19080,thdizmir,Other,0,0,0,0,0
19081,thdankara,Other,0,0,0,0,0
19082,enerjituder,Other,0,0,0,0,0
19083,aysenmengutay,Other,0,0,0,0,0
19084,yavuzzkurt,Other,0,0,0,0,0
19085,sultanbeyliblds,Govermental,0,0,0,0,0
19086,alitas90s,Person,0,0,0,0,0
19087,gztc_alikeklik,Person,0,0,0,0,0
19088,turkcll,Other,0,0,0,0,0
19089,shiftdeletenet,Other,0,0,0,0,0
19090,emresaklica,Person,0,0,0,0,0
19091,kibele58,Other,0,0,0,0,0
19092,emrah_ceylan01,Other,0,0,0,0,0
19093,ahval_tr,Other,0,0,0,0,0
19094,seyhanylmaz13,Other,0,0,0,0,0
19095,beylikduzuaksm,Other,0,0,0,0,0
19096,suphisaracoglu,Other,0,0,0,0,0
19097,cumaicten,Other,0,0,0,0,0
19098,esedatcakiroglu,Other,0,0,0,0,0
19099,baysansli724,Other,0,0,0,0,0
19100,iykibesiktasvar,Other,0,0,0,0,0
19101,demirdennecat,Other,0,0,0,0,0
19102,tcahlat,Other,0,0,0,0,0
19103,afad_duzce,Other,0,0,0,0,0
19104,unibabyailesi,Institutional,0,0,0,0,0
19105,evybabytr,Other,0,0,0,0,0
19106,bbasketofficial,Other,0,0,0,0,0
19107,goksunum,Other,0,0,0,0,0
19108,goksunder,Other,0,0,0,0,0
19109,marasbilgi,Other,0,0,0,0,0
19110,marasmanset,Other,0,0,0,0,0
19111,pikteslibey,Other,0,0,0,0,0
19112,sancoiffure,Other,0,0,0,0,0
19113,municipalityist,Institutional,0,0,0,0,0
19114,nevzatbir,Other,0,0,0,0,0
19115,ahmetbahar63,Person,0,0,0,0,0
19116,llgazselim,Other,0,0,0,0,0
19117,afad_bingol,Other,0,0,0,0,0
19118,barisinsesitv,Media,0,0,0,0,0
19119,sandiklim03,Other,0,0,0,0,0
19120,kayrabeyorg,Other,0,0,0,0,0
19121,murat_kocabay38,Person,0,0,0,0,0
19122,ynr_trkkzi,Other,0,0,0,0,0
19123,_yagiz_41,Other,0,0,0,0,0
19124,eaydogmus06,Other,0,0,0,0,0
19125,oksz5311,Other,0,0,0,0,0
19126,ay_sin_,Other,0,0,0,0,0
19127,suatyilmazmhp,Other,0,0,0,0,0
19128,zulkar_seyyah,Other,0,0,0,0,0
19129,ekmekveonur,Person,0,0,0,0,0
19130,artistanbul1,Other,0,0,0,0,0
19131,engincilerr,Other,0,0,0,0,0
19132,tuketicienstitu,Other,0,0,0,0,0
19133,sikayetvarcom,Media,0,0,0,0,0
19134,tkpninsesi,Other,0,0,0,0,0
19135,dersimtkp,Other,0,0,0,0,0
19136,12189_fm,Other,0,0,0,0,0
19137,mareito2,Other,0,0,0,0,0
19138,maremotot,Other,0,0,0,0,0
19139,kyalo_mulinge,Other,0,0,0,0,0
19140,gauthie74757302,Other,0,0,0,0,0
19141,rdubenalvarez,Other,0,0,0,0,0
19142,ferchocruz41,Other,0,0,0,0,0
19143,oscartach,Other,0,0,0,0,0
19144,ocomendadordeal,Other,0,0,0,0,0
19145,michsteer,Other,0,0,0,0,0
19146,loly_novoa,Other,0,0,0,0,0
19147,1sunnysidesue,Other,0,0,0,0,0
19148,sunshin98892559,Other,0,0,0,0,0
19149,beatricelacy,Other,0,0,0,0,0
19150,bbds22267039,Other,0,0,0,0,0
19151,alessioviviani5,Other,0,0,0,0,0
19152,mhlester,Other,0,0,0,0,0
19153,angel_j_san,Other,0,0,0,0,0
19154,jeffcphillips,Other,0,0,0,0,0
19155,gokcekirgizz,Other,0,0,0,0,0
19156,fcbarcelona,Other,0,0,0,0,0
19157,hsnardic,Other,0,0,0,0,0
19158,kizilayankara,Other,0,0,0,0,0
19159,kopuzyetis,Other,0,0,0,0,0
19160,hamdisicak,Other,0,0,0,0,0
19161,regrann,Other,0,0,0,0,0
19162,avkadirce,Other,0,0,0,0,0
19163,nestleyesor,Other,0,0,0,0,0
19164,sankoholdingas,Other,0,0,0,0,0
19165,neslisah,Other,0,0,0,0,0
19166,pttcell,Other,0,0,0,0,0
19167,rpzeytinburnu,Other,0,0,0,0,0
19168,agahpamukov,Other,0,0,0,0,0
19169,getir,Other,0,0,0,0,0
19170,alinozinian,Person,0,0,0,0,0
19171,zfrcbkc,Other,0,0,0,0,0
19172,istanbulbaroahm,Other,0,0,0,0,0
19173,alisanburak,Person,0,0,0,0,0
19174,okanbayulgen,Other,0,0,0,0,0
19175,sesem77,Other,0,0,0,0,0
19176,mehmeta53569834,Person,0,0,0,0,0
19177,sirajofficial,Other,0,0,0,0,0
19178,jipofficial,Other,0,0,0,0,0
19179,jamiattr,Other,0,0,0,0,0
19180,airporthaber,Media,0,0,0,0,0
19181,seblaozveren,Other,0,0,0,0,0
19182,eceyupoglu61,Person,0,0,0,0,0
19183,fatmaaksal,Other,0,0,0,0,0
19184,tarikhatipler,Other,0,0,0,0,0
19185,fleventoglu,Other,0,0,0,0,0
19186,belginiba,Other,0,0,0,0,0
19187,dogankna,Other,0,0,0,0,0
19188,kerkisolfejorg,Other,0,0,0,0,0
19189,vwarena,Other,0,0,0,0,0
19190,enromantikadam,Other,0,0,0,0,0
19191,c_ahmethoca,Person,0,0,0,0,0
19192,gulhandrmss,Other,0,0,0,0,0
19193,bbcturkce,Other,0,0,0,0,0
19194,oguzhankoc,Other,0,0,0,0,0
19195,fjuysal,Other,0,0,0,0,0
19196,omer_altunsoy,Person,0,0,0,0,0
19197,ilmanomer48,Person,0,0,0,0,0
19198,birandtunca,Other,0,0,0,0,0
19199,afad1000,Other,0,0,0,0,0
19200,bodrumgundem,Media,0,0,0,0,0
19201,ahmetarasbodrum,Person,0,0,0,0,0
19202,bodrumkenttv,Media,0,0,0,0,0
19203,ebekirsahin,Other,0,0,0,0,0
19204,hasanmez18,Other,0,0,0,0,0
19205,kubraakr7,Person,0,0,0,0,0
19206,m_l_k_su,Other,0,0,0,0,0
19207,millibekaharek4,Other,0,0,0,0,0
19208,vuslattv,Media,0,0,0,0,0
19209,copernicusems,Other,0,0,0,0,0
19210,pid_gov,Govermental,0,0,0,0,0
19211,neyconsulting,Other,0,0,0,0,0
19212,aylaa90090637,Other,0,0,0,0,0
19213,aylinaslim,Other,0,0,0,0,0
19214,ogluiho,Other,0,0,0,0,0
19215,afunsal02,Other,0,0,0,0,0
19216,orhankurul,Person,0,0,0,0,0
19217,zkanzlfikar,Other,0,0,0,0,0
19218,batuhancolak33,Other,0,0,0,0,0
19219,betulsevincbas,Person,0,0,0,0,0
19220,eminesari497,Other,0,0,0,0,0
19221,musalparslanuni,Institutional,0,0,0,0,0
19222,mehmet41503737,Person,0,0,0,0,0
19223,mehmeteminnklc,Person,0,0,0,0,0
19224,hakan22160576,Other,0,0,0,0,0
19225,mervexbrn,Person,0,0,0,0,0
19226,kerkisolfej,Other,0,0,0,0,0
19227,cointahtaciko,Other,0,0,0,0,0
19228,azerbaijan,Other,0,0,0,0,0
19229,rehberonline,Other,0,0,0,0,0
19230,besiktas_carsi,Other,0,0,0,0,0
19231,elazigsonhaber,Media,0,0,0,0,0
19232,elazig_haberi,Media,0,0,0,0,0
19233,erzdiplomasi,Other,0,0,0,0,0
19234,yoll_yabdi,Other,0,0,0,0,0
19235,micsjisung,Other,0,0,0,0,0
19236,esenyurtbldys,Govermental,0,0,0,0,0
19237,tbmm,Other,0,0,0,0,0
19238,depremi,Earthquake,0,0,0,0,0
19239,tanricainanna,Other,0,0,0,0,0
19240,ufk_cnr,Other,0,0,0,0,0
19241,ata_ca,Other,0,0,0,0,0
19242,ilirmetazyrtar,Other,0,0,0,0,0
19243,primeministergr,Other,0,0,0,0,0
19244,ukrintr,Other,0,0,0,0,0
19245,pakistanfauj,Other,0,0,0,0,0
19246,officialdgispr,Other,0,0,0,0,0
19247,glowpoint,Other,0,0,0,0,0
19248,faisali65258042,Person,0,0,0,0,0
19249,farhanbaig980,Other,0,0,0,0,0
19250,kazi_91,Other,0,0,0,0,0
19251,ghaz_nawe77,Other,0,0,0,0,0
19252,cheema_ak47,Other,0,0,0,0,0
19253,sifatkh81567334,Other,0,0,0,0,0
